;Name;Acceleration;Aggression;Agility;Balance;Ball control;Composure;Crossing;Curve;Dribbling;Finishing;Free kick accuracy;GK diving;GK handling;GK kicking;GK positioning;GK reflexes;Heading accuracy;Interceptions;Jumping;Long passing;Long shots;Marking;Penalties;Positioning;Reactions;Short passing;Shot power;Sliding tackle;Sprint speed;Stamina;Standing tackle;Strength;Vision;Volleys;Role;Preferred
4754;M. Pavlović;32;78;33;34;66;70;37;51;49;61;31;8;9;12;15;10;72;61;81;52;58;68;42;66;63;61;49;70;30;62;71;93;33;43;UT;ST
4755;B. Jones;66;68;69;68;67;61;54;58;70;53;59;6;11;14;12;15;61;75;73;66;60;69;57;44;70;68;59;76;63;80;77;71;51;45;OB;LB
4756;F. Al Berahim;53;63;60;45;73;73;54;65;67;43;70;9;7;6;7;11;60;66;33;74;67;67;38;58;68;78;66;59;62;72;68;77;74;44;OB;CM
4757;R. Almer;33;29;36;36;23;22;11;13;12;13;14;69;71;67;72;68;12;20;64;21;13;15;17;11;69;27;30;12;37;25;17;66;52;17;OB;GK
4758;C. Nhamoinesu;84;90;79;62;64;54;68;31;57;22;30;11;13;11;16;6;64;65;63;58;34;70;36;41;67;61;50;68;86;78;71;67;54;51;OB;CB
4759;D. Rozehnal;32;66;30;45;58;65;45;36;38;29;40;9;9;16;11;14;75;82;41;71;55;70;41;23;61;69;65;67;32;64;74;74;54;33;OB;CB
4760;J. Ibe;85;50;75;80;74;64;66;65;78;65;24;13;15;7;13;13;35;46;60;56;68;45;57;67;64;65;79;53;85;69;55;71;54;50;ZA;LM
4761;B. Rabello;78;46;89;89;71;57;68;71;72;60;72;13;12;8;13;16;39;28;68;69;70;38;70;61;72;72;68;36;77;68;28;40;70;61;ZA;LM
4762;B. Schmitz;68;65;69;66;68;66;68;68;62;35;58;10;14;12;13;13;59;68;64;52;64;71;32;63;71;72;71;69;69;75;72;68;57;42;OB;CD
4763;J. Duque;68;72;74;69;64;66;43;40;53;41;39;11;13;8;10;7;59;78;71;59;32;70;37;50;71;71;47;66;66;84;69;65;61;29;OB;CM
4764;Y. Shakhov;70;67;66;47;73;70;47;68;72;70;52;7;12;9;14;7;65;53;58;66;66;60;48;66;66;70;74;59;73;65;60;75;71;57;OB;CD
4765;T. Rogne;45;67;52;46;56;67;46;37;42;15;25;9;6;14;16;8;72;74;64;64;33;74;44;36;72;57;47;65;53;60;72;81;48;30;OB;CB
4766;N. Verdier;82;54;75;62;67;68;59;54;65;70;46;11;9;14;13;13;68;20;80;56;72;21;64;67;65;57;79;15;85;72;23;71;57;74;UT;ST
4767;G. Colman;55;58;65;68;73;74;74;75;70;56;60;16;10;10;15;8;52;59;53;74;69;49;72;70;74;78;72;53;61;47;48;62;79;57;OB;CD
4768;J. Morales;63;66;68;69;70;70;70;79;66;71;70;12;16;9;8;15;51;52;55;72;75;35;72;73;59;74;77;25;55;45;39;57;72;69;OB;CM
4769;Joel Pereira;43;22;34;44;20;54;10;9;11;12;11;69;74;63;68;72;11;20;54;20;11;13;12;14;68;36;12;9;43;34;11;56;55;7;OB;GK
4770;V. Figueroa;82;74;78;85;73;74;65;75;71;65;70;6;16;13;12;16;42;58;81;75;70;37;34;64;72;71;73;38;76;74;49;36;76;64;OB;CA
4771;R. Rebones;73;34;84;83;74;64;68;55;68;62;73;11;14;7;7;12;59;47;72;42;50;44;66;70;76;72;45;34;88;78;49;43;76;76;OB;CA
4772;M. Edu;60;83;64;74;65;63;54;63;67;59;58;15;12;9;12;11;70;63;72;66;57;67;69;59;63;70;80;68;62;53;68;83;58;55;OB;CD
4773;C. Trimmel;76;75;72;55;67;62;73;57;68;60;42;16;8;6;8;15;61;55;55;62;56;70;59;65;70;68;61;65;86;86;69;80;65;56;OB;CB
4774;S. Lletget;70;52;77;74;74;72;64;56;76;61;51;6;14;13;7;9;55;44;53;65;54;49;58;69;67;73;67;32;77;68;40;75;67;57;OB;CD
4775;C. Martina;69;71;70;60;61;71;71;60;62;45;45;13;14;14;14;12;65;70;85;60;60;68;51;53;72;62;61;69;72;82;72;73;59;44;OB;CB
4776;K. Sugimoto;68;61;73;61;68;60;29;44;68;75;34;5;11;8;13;12;69;15;65;53;67;19;65;66;63;67;72;11;78;75;12;77;49;45;UT;ST
4777;A. Wilkinson;40;75;45;54;60;61;33;37;42;36;33;13;12;13;10;8;68;65;68;61;53;74;58;50;61;68;62;68;44;72;74;75;57;53;OB;CB
4778;Mano;75;70;88;87;67;70;67;42;69;41;46;14;11;7;13;12;52;71;84;55;45;65;43;61;72;66;66;70;81;83;69;49;55;48;OB;LB
4779;B. Rienstra;64;67;64;70;72;75;45;63;67;56;52;16;11;13;12;16;68;65;72;69;69;66;56;65;70;72;73;66;56;82;68;74;72;58;OB;CD
4780;P. Kanstrup;65;71;60;63;64;74;53;48;55;37;58;8;9;16;14;13;70;70;68;62;34;66;49;51;69;64;69;71;74;84;69;84;56;43;OB;CB
4781;G. Scognamiglio;55;73;57;58;41;65;39;22;16;18;21;16;13;8;15;10;78;63;75;41;45;78;44;59;61;36;57;69;47;70;71;91;38;27;OB;CB
4782;R. Millar;62;61;64;61;72;74;70;71;71;69;66;12;8;7;9;6;60;68;73;71;66;61;80;70;67;73;69;56;66;66;63;79;72;68;OB;CM
4783;M. te Wierik;56;67;56;57;61;69;64;33;59;40;31;13;12;13;12;14;70;73;65;64;55;70;37;52;67;67;60;71;67;72;71;78;65;49;OB;RB
4784;J. Uronen;72;75;72;73;69;67;73;74;65;55;70;7;10;8;10;8;56;68;68;66;66;68;48;52;68;68;80;72;68;84;71;68;62;54;OB;LB
4785;L. Licht;78;65;73;77;69;74;80;73;76;52;68;8;14;6;15;8;53;67;76;71;68;75;83;53;66;52;71;71;79;70;73;60;64;48;OB;LB
4786;Sami;88;66;73;62;74;65;65;66;75;66;55;16;15;11;10;9;59;40;75;50;69;21;53;68;68;63;79;20;91;79;23;75;58;68;UT;RW
4787;S. Palacios;90;65;91;89;68;70;62;62;74;66;45;15;13;6;13;9;53;47;73;60;65;25;53;70;68;65;73;34;90;70;32;59;62;62;UT;RW
4788;G. Blanco Leschuk;69;48;48;45;60;62;29;30;63;67;39;8;11;14;13;10;80;24;60;22;68;23;56;81;69;67;71;17;67;57;24;82;49;54;UT;ST
4789;T. Hysén;78;64;66;75;61;74;64;68;62;75;61;9;9;9;12;12;65;25;87;51;63;30;62;80;78;62;67;26;76;71;28;63;65;73;UT;ST
4790;B. Raman;92;71;89;84;71;74;64;72;73;70;67;13;8;16;10;8;66;23;84;52;72;19;65;68;69;60;69;15;92;85;20;38;56;66;UT;CF
4791;Lee Jong Ho;74;72;72;76;70;60;52;58;66;69;56;8;7;15;10;7;70;56;76;63;66;33;64;73;69;63;69;32;74;72;38;75;67;63;UT;ST
4792;I. Malcorra;79;45;77;85;70;71;75;80;72;62;82;7;15;12;14;14;37;39;78;65;65;40;70;61;67;69;70;37;74;78;48;62;69;49;OB;CM
4793;A. Ateef;55;58;62;55;73;76;45;49;58;55;53;11;12;6;7;11;47;69;70;78;54;62;58;74;68;75;53;60;51;64;73;63;78;34;OB;CM
4794;E. García;75;56;88;80;69;66;66;64;69;41;58;14;11;12;12;12;56;82;75;60;67;60;58;53;61;65;67;66;76;87;67;53;48;41;OB;LB
4795;G. Wikheim;91;54;92;69;72;60;66;64;77;65;33;14;12;16;9;15;37;42;45;54;53;45;31;58;66;63;63;42;91;69;46;51;61;61;ZA;RM
4796;E. Braafheid;66;67;69;72;67;74;75;70;66;31;69;15;9;9;7;14;65;69;75;65;46;72;57;58;67;69;66;71;67;66;74;74;53;48;OB;CB
4797;D. Ćaleta-Car;64;71;47;62;53;66;28;28;54;32;31;8;9;9;10;8;72;63;74;43;35;69;38;60;55;62;48;72;64;75;75;81;45;32;OB;CB
4798;L. Caicedo;59;77;44;65;33;54;48;24;23;24;26;13;9;6;11;9;66;73;71;52;26;70;37;29;66;62;37;72;42;69;74;78;19;22;OB;CB
4799;S. Yıldırım;84;77;80;77;74;66;66;59;72;66;48;9;10;16;14;16;60;31;64;54;65;16;72;70;71;66;70;20;87;62;22;66;66;69;ZA;LM
4800;N. Champagne;40;30;56;32;15;44;13;15;12;17;18;70;68;66;72;71;20;23;62;25;15;20;20;10;67;18;25;13;36;31;14;62;50;16;OB;GK
4801;K. Zohore;63;65;54;33;67;67;38;49;70;71;58;7;7;6;5;11;71;37;34;34;61;17;71;70;64;53;77;11;76;70;18;85;47;64;UT;ST
4802;S. Peeters;65;62;53;60;72;69;75;82;70;63;78;12;13;13;14;7;55;57;68;77;74;50;73;64;68;75;72;54;66;73;56;65;76;68;OB;CD
4803;U. Agbo;58;61;59;57;69;62;48;47;65;48;49;10;8;8;10;13;66;67;65;74;59;65;39;53;71;76;67;70;56;77;70;74;70;48;OB;CB
4804;H. Belkaroui;53;76;47;54;52;61;35;30;45;23;28;11;7;12;11;13;69;69;89;33;21;71;39;32;62;53;42;71;57;49;73;79;29;29;OB;CB
4805;C. Mulgrew;56;68;63;44;69;71;70;79;66;50;76;12;10;13;11;7;70;67;58;71;72;72;59;53;62;69;74;70;51;71;73;81;63;60;OB;CM
4806;A. Tetteh;63;79;60;50;65;69;46;60;63;36;31;11;11;8;15;15;48;74;72;63;55;70;55;59;67;68;62;68;67;77;72;89;65;50;OB;CD
4807;I. Brown;74;54;80;71;75;64;62;57;75;66;53;9;7;14;7;14;59;41;76;66;64;35;60;65;63;67;64;40;75;65;44;68;68;56;ZA;LM
4808;L. Grimi;70;80;72;65;65;67;75;34;63;56;48;6;10;16;11;11;64;67;81;60;70;74;56;61;67;63;70;74;66;73;73;71;64;49;OB;CB
4809;D. Dos Santos;91;41;92;75;74;69;66;73;76;55;53;12;12;15;7;10;47;55;62;64;52;40;59;62;66;68;65;40;87;76;44;39;70;55;UT;LW
4810;J. Morris;89;79;78;73;63;60;49;45;63;68;53;15;9;8;14;8;69;28;78;51;60;25;71;69;65;64;78;19;89;76;26;78;55;61;ZA;RM
4811;E. Conde;36;33;29;31;21;28;20;19;13;12;23;71;72;62;71;70;12;26;33;25;13;11;17;12;68;19;12;11;26;28;11;26;42;12;OB;GK
4812;F. Pisacane;69;73;67;67;60;66;60;28;61;20;25;11;15;15;12;13;62;68;93;45;32;70;28;49;70;58;32;70;70;66;73;73;41;14;OB;RB
4813;U. Ćosić;66;70;60;68;54;64;23;33;48;17;32;14;6;15;8;12;66;72;68;50;37;74;30;18;64;50;49;74;72;68;76;76;22;29;OB;CB
4814;N. Pasquini;78;66;75;71;71;64;73;75;72;59;68;15;11;13;8;8;56;73;72;66;66;57;61;66;75;71;74;68;75;73;64;57;71;52;OB;LB
4815;J. Gjasula;64;65;67;65;76;66;70;74;70;65;75;14;11;12;7;14;56;52;53;71;68;34;72;69;70;73;72;36;57;64;49;75;75;63;OB;CM
4816;A. Sjöberg;50;74;44;24;64;63;26;22;39;24;29;13;14;11;9;12;71;72;74;58;20;72;38;29;67;64;32;57;52;59;68;89;26;26;OB;CB
4817;C. Awaziem;67;77;60;52;55;65;30;33;48;36;25;12;5;11;14;13;70;72;73;42;37;70;40;28;72;57;53;68;73;71;72;74;30;30;OB;CB
4818;M. Rodriguez;67;39;74;70;76;53;54;54;75;67;36;9;15;9;7;10;62;20;51;64;65;25;45;67;55;72;61;24;68;66;26;58;70;58;ZA;LM
4819;Y. Candelo;85;71;90;76;68;65;69;73;71;61;74;8;12;8;9;14;48;45;84;59;70;53;66;66;59;71;76;55;87;71;57;56;70;64;OB;CA
4820;Alexandre Frandeira;47;84;46;38;57;73;51;46;45;36;41;8;7;9;10;10;65;68;60;64;47;68;43;36;67;62;62;67;51;64;71;90;34;35;OB;CD
4821;Nathael Silbeira;15;23;28;30;22;53;13;24;18;16;13;61;73;69;73;70;14;17;35;17;17;13;21;4;78;16;18;13;16;13;15;44;45;22;OB;GK
4822;Jair;76;45;82;68;72;65;68;68;72;76;69;10;14;14;13;7;60;63;61;62;64;23;65;77;66;66;67;24;67;76;35;70;63;65;UT;LW
4823;K. Vandendriessche;71;80;56;53;65;70;62;42;60;64;51;9;9;14;10;14;70;70;68;67;67;59;52;74;69;71;80;64;69;92;68;86;72;66;OB;CD
4824;C. Fai;88;81;88;91;65;64;66;21;66;22;31;11;7;6;10;12;53;66;87;59;28;68;34;58;65;63;54;71;81;82;70;54;59;23;OB;LB
4825;S. Hagen;56;61;42;47;60;72;40;30;31;31;23;8;11;14;6;13;66;74;71;64;40;72;36;34;71;64;45;71;57;80;70;80;46;16;OB;CB
4826;M. Rygaard;78;76;86;72;68;69;60;71;73;61;63;13;9;11;12;13;47;33;74;66;62;33;56;67;72;70;62;39;70;73;44;63;70;51;OB;CA
4827;M. Männel;52;21;44;38;31;47;14;13;18;12;12;75;70;59;65;78;19;17;76;36;15;14;36;9;64;34;34;12;44;34;12;61;45;20;OB;GK
4828;Cristian López;80;79;68;58;71;64;38;49;66;73;41;7;14;15;7;7;73;36;77;31;57;18;68;73;68;58;69;30;74;80;25;77;62;56;UT;ST
4829;Eduardo Fonseira;32;15;39;40;9;71;6;7;8;6;10;71;70;74;72;69;10;11;58;9;6;8;16;9;62;15;21;12;37;30;14;69;40;8;OB;GK
4830;L. Rosić;58;73;42;44;50;62;28;28;45;23;27;7;7;15;14;11;70;70;66;41;25;70;47;31;65;52;41;70;48;54;75;86;28;31;OB;CB
4831;R. Beerens;80;47;80;84;73;70;71;71;73;67;62;9;11;16;11;12;35;21;63;59;63;40;71;67;68;69;58;23;73;68;24;48;71;72;ZA;LM
4832;B. Douglas;76;70;75;73;66;63;77;79;67;44;78;11;13;9;12;12;65;64;76;68;58;70;69;65;59;66;72;71;80;84;68;59;69;31;UT;LW
4833;S. Johnstone;45;24;55;27;18;22;17;16;16;11;17;73;73;67;69;74;17;17;52;35;16;13;42;11;57;27;24;20;36;45;17;68;48;15;OB;GK
4834;R. Elliot;47;12;54;42;22;38;16;16;15;11;12;70;69;69;70;71;13;22;52;31;12;15;43;12;67;28;11;15;48;32;12;71;35;13;OB;GK
4835;D. Capelli;34;65;34;55;52;67;45;31;36;20;35;5;11;6;5;10;69;72;77;57;32;73;46;29;55;57;68;72;40;58;72;89;29;18;OB;CB
4836;K. Ziani;75;68;87;89;71;70;67;76;69;60;79;11;6;15;15;16;54;27;76;70;66;20;68;67;61;72;70;29;70;70;32;41;72;67;UT;RW
4837;A. Kozlov;71;75;63;57;69;71;67;50;52;39;37;16;8;11;16;15;70;69;53;68;62;67;49;43;62;72;72;73;75;75;71;74;51;49;OB;RB
4838;S. Berge;75;67;64;65;73;73;49;58;71;38;42;14;9;10;8;10;72;71;63;71;55;61;46;59;69;74;73;60;77;82;67;84;66;48;OB;CM
4839;O. Pérez;60;26;69;69;23;50;19;12;12;14;20;70;64;65;73;74;24;12;85;27;18;11;23;12;72;26;24;11;57;41;12;66;40;13;OB;GK
4840;C. Pasquato;90;48;91;80;73;64;70;73;72;60;79;3;5;3;8;8;40;11;55;64;72;15;72;64;65;70;64;15;76;64;15;50;63;69;UT;ST
4841;A. Kolomeytsev;58;55;62;62;72;70;63;47;69;67;67;8;7;8;10;12;71;69;70;73;75;66;45;64;67;77;76;58;68;83;68;76;73;58;OB;CA
4842;S. Kitsiou;78;71;74;65;70;62;71;56;67;50;40;9;9;9;15;14;58;70;64;68;72;69;41;64;67;69;75;68;81;73;68;63;63;47;OB;LB
4843;Y. Yotún;71;79;85;79;72;74;73;67;66;47;69;7;8;16;11;7;53;62;77;74;64;59;51;58;66;73;75;66;66;84;62;52;77;61;OB;LB
4844;G. Zardes;85;63;76;52;63;61;59;60;74;68;30;11;7;11;14;11;67;34;76;40;62;41;66;71;63;64;76;30;87;88;50;79;71;63;ZA;LM
4845;C. Menéndez;66;56;60;54;62;60;40;41;66;74;37;14;12;9;13;7;72;27;75;52;72;22;72;76;74;57;74;30;67;64;21;77;76;51;UT;ST
4846;T. Zentena;81;53;63;68;74;64;72;68;75;72;71;16;14;12;7;7;61;34;74;55;61;23;55;76;72;62;62;13;83;55;17;71;53;64;UT;ST
4847;Vágner Corraldo;78;64;81;77;69;69;71;58;66;48;60;14;11;11;11;11;50;73;69;51;68;66;55;63;71;67;75;72;74;76;68;64;59;64;OB;LB
4848;D. Sjölund;46;86;71;77;70;73;61;66;62;54;64;16;14;7;10;6;39;77;61;72;67;52;59;63;76;71;69;54;33;78;49;75;75;59;OB;CM
4849;C. Mavinga;77;75;62;55;71;64;69;42;67;36;22;9;15;7;12;14;68;67;73;66;32;65;33;42;67;72;56;68;85;76;68;76;59;30;OB;LB
4850;E. Conferio;86;42;93;88;75;79;40;76;73;71;64;12;9;11;12;8;61;26;64;43;63;28;59;77;78;61;62;29;85;70;25;32;65;75;UT;LW
4851;F. Ben Khalfallah;75;71;74;76;76;73;69;69;79;66;68;12;10;11;15;10;58;43;38;70;73;36;69;65;63;71;64;30;67;65;33;56;70;56;UT;RW
4852;A. Webster;67;64;61;66;69;73;44;27;66;26;25;10;8;14;7;12;73;68;75;68;32;69;24;26;53;70;37;68;74;78;72;75;39;27;OB;CB
4853;R. Abdullah;67;66;59;60;76;63;61;49;74;57;41;15;10;14;6;7;49;69;73;67;62;55;53;70;64;73;81;72;65;74;73;71;58;43;OB;CA
4854;A. Trondsen;79;75;81;76;66;64;71;68;66;48;68;9;14;7;7;15;50;69;57;70;70;61;60;62;68;71;73;63;77;87;64;65;70;45;OB;CM
4855;Allison Sireo;71;72;32;29;49;65;36;30;34;29;34;14;16;9;7;10;75;72;57;45;21;69;48;42;71;48;58;64;78;61;74;77;39;37;OB;CB
4856;N. Sarenren Bazee;86;37;79;73;69;58;70;64;75;63;42;15;6;13;11;11;53;31;66;52;53;28;52;62;63;68;64;29;89;59;26;55;57;55;ZA;RM
4857;Z. Stieber;75;41;76;81;72;69;67;75;73;65;69;6;6;9;16;7;45;31;66;56;63;26;65;64;67;70;73;32;66;72;31;49;68;70;OB;CA
4858;K. Erasmus;79;58;77;80;68;66;56;65;70;70;64;16;7;12;10;8;66;24;54;41;70;31;70;69;65;66;72;19;74;72;34;58;65;69;OB;CA
4859;R. Bianco;72;69;72;73;73;69;49;71;63;45;69;13;8;13;7;13;55;63;66;75;61;49;73;63;69;73;65;55;70;75;59;70;69;42;OB;CM
4860;K. Abdallah;69;76;56;56;55;64;53;29;52;21;31;13;12;12;13;10;67;68;72;54;22;65;29;42;70;61;44;62;67;71;71;82;41;16;OB;RB
4861;T. Blackett;68;72;60;58;63;59;68;66;65;24;65;15;11;15;8;14;64;71;64;65;56;65;45;55;63;67;56;67;74;69;70;81;59;44;OB;LB
4862;O. Adın;71;71;69;74;67;67;79;81;71;64;74;12;11;10;16;7;65;65;71;67;73;64;71;63;73;69;81;62;67;50;65;66;70;61;OB;LB
4863;A. Fink;76;43;82;84;69;73;54;63;67;74;51;12;13;14;11;10;60;21;75;43;63;20;77;73;70;68;65;13;71;70;18;58;68;74;OB;CA
4864;J. Hochscheidt;73;74;75;80;66;69;70;69;69;68;68;15;7;9;12;9;53;58;71;70;66;55;61;70;69;70;73;50;72;74;59;72;67;65;UT;RW
4865;O. Skúlason;65;80;59;62;66;72;58;46;58;48;57;7;6;6;10;16;67;69;81;67;66;64;60;65;71;68;70;64;65;85;69;75;66;59;OB;CM
4866;S. Kingsley;71;60;75;74;67;60;74;73;69;33;68;11;6;8;14;12;58;65;79;55;32;70;46;67;62;67;45;70;69;72;73;66;55;25;OB;LB
4867;D. Solanke;76;34;73;69;76;64;54;54;73;70;42;9;15;14;9;10;64;22;69;58;57;24;71;66;63;71;68;22;74;68;15;70;63;65;UT;ST
4868;H. Watanabe;58;50;41;48;52;42;25;20;23;35;24;7;8;9;15;10;66;68;75;52;20;71;32;27;65;64;39;69;59;71;74;84;33;26;OB;CB
4869;Gabrielzinho;87;34;90;89;75;73;61;48;72;64;44;9;7;9;15;9;69;21;64;43;48;20;60;72;70;63;67;26;88;68;32;34;56;52;UT;LW
4870;T. Priskin;66;61;48;43;66;73;42;67;57;75;49;13;10;8;14;8;72;34;70;48;57;35;76;71;67;64;75;33;63;51;33;81;61;61;UT;ST
4871;Unai Nuñez;55;64;40;53;62;42;29;27;29;16;22;9;9;15;6;11;72;65;72;23;17;70;31;23;63;69;39;73;57;64;72;67;30;21;OB;CB
4872;I. Paurević;49;71;49;30;59;67;46;37;60;49;36;7;13;14;16;16;70;71;45;72;60;66;46;43;64;75;74;63;50;67;72;83;55;45;OB;CM
4873;D. Roef;53;28;45;49;35;66;11;11;18;14;19;74;71;66;65;72;11;12;65;46;12;20;30;11;63;48;40;18;48;37;11;73;41;14;OB;GK
4874;J. Murphy;83;31;81;77;66;65;69;75;73;66;66;13;16;13;10;6;40;16;51;60;74;34;68;68;64;64;73;40;82;67;39;59;69;50;ZA;RM
4875;Filipe Chaby;79;49;82;79;73;71;66;73;74;53;65;12;11;9;8;15;62;39;54;54;60;28;48;66;74;65;72;37;76;67;41;39;71;56;OB;CA
4876;J. Villota;72;59;80;81;72;67;64;73;68;66;71;7;15;15;8;6;57;56;74;65;67;50;62;71;64;67;68;52;66;78;56;57;70;39;OB;CM
4877;Jung Sung Ryong;41;31;14;43;14;52;10;19;12;12;11;70;67;79;69;69;14;25;45;33;16;15;12;14;70;32;18;12;49;25;11;41;39;17;OB;GK
4878;T. Giresse;52;54;73;83;76;76;75;72;70;64;73;11;8;15;9;13;36;34;29;74;70;41;75;77;70;76;67;23;49;47;31;33;76;68;ZA;LM
4879;Saborit;70;70;74;46;70;59;70;72;65;40;46;16;7;9;12;12;68;68;55;66;59;70;53;53;60;65;54;66;72;77;72;78;52;30;OB;CB
4880;J. Rodríguez;42;67;63;77;72;74;68;75;65;51;75;15;7;11;9;15;43;66;53;72;75;65;84;65;75;74;76;57;34;65;67;66;73;68;OB;CM
4881;F. Boulaya;78;69;75;70;73;58;68;63;78;62;64;6;15;10;12;9;42;26;61;61;67;42;48;64;53;66;79;39;79;57;32;40;70;54;OB;CM
4882;Yang Dong Hyen;54;33;74;66;67;70;58;42;63;74;46;11;13;9;10;9;75;24;74;45;63;26;66;74;68;57;68;21;57;70;22;83;58;62;UT;ST
4883;A. Bangoura;85;63;88;76;72;59;67;41;77;59;45;11;7;7;8;6;46;35;70;59;57;19;50;62;63;65;75;21;85;59;17;58;61;58;OB;CA
4884;Pedro Sá;57;51;69;75;72;72;43;67;62;38;40;6;8;6;11;8;41;63;71;75;52;65;51;43;71;72;77;70;64;74;75;70;53;49;OB;CM
4885;G. Perico;68;71;58;64;62;67;66;59;60;30;61;3;3;3;3;3;68;67;60;56;69;69;49;39;67;62;63;74;70;74;72;72;23;44;OB;CB
4886;B. Leroy;34;25;33;40;18;16;12;11;14;13;19;71;67;61;69;69;12;11;55;14;11;13;22;9;70;23;24;17;34;22;12;40;14;10;OB;GK
4887;A. Sepúlveda;79;51;67;59;68;64;62;66;67;65;59;16;14;11;12;11;67;48;72;63;65;21;66;69;69;68;71;38;79;73;41;77;66;65;ZA;LM
4888;S. Aydoğdu;66;44;67;69;75;65;64;79;76;58;75;14;10;15;13;6;61;57;63;68;69;60;70;64;65;72;70;40;68;65;62;62;68;64;OB;CD
4889;M. Sampirisi;69;72;63;66;66;63;73;57;55;31;32;8;8;12;6;6;68;68;69;62;33;69;41;47;61;65;50;72;69;71;75;72;46;42;OB;CB
4890;C. Higuita;77;85;74;74;67;63;59;62;64;48;59;14;8;9;15;9;58;64;66;65;58;66;54;52;63;71;69;67;77;86;68;73;59;63;OB;CM
4891;Ricky Guerreda;79;62;80;86;67;66;65;60;61;40;51;8;9;9;7;13;47;69;66;61;42;69;53;48;68;68;55;72;77;72;71;45;56;41;OB;RB
4892;A. Bogdán;52;20;35;41;18;28;15;18;11;11;12;71;68;66;69;72;11;24;63;12;14;15;18;13;67;16;16;16;56;33;11;74;38;11;OB;GK
4893;V. Kadlec;88;68;82;74;70;77;53;63;75;68;61;11;11;6;7;6;62;48;78;55;66;26;60;72;68;58;69;25;84;64;34;56;70;65;UT;LW
4894;J. Mojica;91;74;76;59;72;68;73;72;70;54;68;13;8;14;9;15;55;59;73;59;59;58;67;61;53;69;80;70;91;72;66;69;61;43;OB;LB
4895;P. Whittingham;54;51;78;78;74;76;78;79;63;65;79;16;6;7;13;8;58;54;59;74;73;51;80;63;69;74;74;56;50;57;59;57;74;76;ZA;LM
4896;F. Mendy;80;76;70;73;68;72;74;59;71;42;35;7;16;9;10;9;64;68;71;53;55;65;49;55;59;65;64;66;80;78;67;75;58;39;OB;LB
4897;Zubeldia;50;70;53;48;71;59;59;62;64;57;62;6;8;9;10;13;42;71;68;76;66;52;51;59;69;73;58;56;46;61;72;66;63;47;OB;CM
4898;C. Álvarez;45;25;63;53;22;33;14;12;13;11;14;70;69;69;70;72;12;24;60;21;15;13;14;17;63;20;22;15;50;38;14;68;19;15;OB;GK
4899;M. Thorsby;68;78;68;68;74;70;62;51;68;58;48;13;14;10;7;13;71;70;78;65;55;62;46;70;72;68;65;60;67;93;68;74;64;51;OB;CA
4900;H. Yamaguchi;78;72;84;81;72;72;49;55;70;52;46;11;15;8;7;9;52;69;74;73;55;56;41;52;67;76;59;66;76;77;67;47;69;53;OB;CM
4901;E. Aguilera;48;66;35;34;62;58;37;59;52;40;67;8;16;13;16;8;65;69;49;58;56;71;64;55;67;58;58;69;63;67;72;81;47;33;OB;CB
4902;L. Ridgewell;64;71;65;51;62;56;53;31;54;49;32;13;9;12;6;15;73;65;79;74;32;70;53;53;59;68;52;67;71;74;67;78;58;31;OB;LB
4903;E. Kujović;51;54;40;32;66;70;33;66;58;73;70;16;13;13;9;9;73;21;43;54;67;20;69;77;58;60;74;15;55;62;34;89;51;70;UT;ST
4904;H. Mier;66;62;66;65;56;62;49;41;58;37;35;12;12;7;15;13;73;68;72;61;47;70;49;45;68;63;53;68;69;64;72;75;56;34;OB;RB
4905;A. Şahin;21;32;25;32;15;14;12;11;13;11;12;68;69;68;76;70;13;13;58;20;12;11;14;15;59;23;12;16;23;28;17;62;32;14;OB;GK
4906;T. Aoyama;59;71;72;66;73;71;65;64;62;51;60;10;11;13;7;12;58;69;70;67;72;60;58;50;68;70;70;59;59;80;66;71;75;61;OB;CD
4907;R. Assalé;88;36;87;91;79;60;66;57;76;73;54;13;15;7;14;9;39;21;47;42;63;23;54;71;75;62;74;26;85;62;35;38;62;51;ZA;LM
4908;A. Feick;73;76;72;71;61;63;70;64;63;58;63;16;16;10;7;8;62;65;68;55;65;75;68;57;69;65;73;68;68;81;68;69;53;43;OB;LB
4909;Máyor;47;81;41;39;63;76;51;63;52;69;45;10;9;13;12;10;73;45;61;34;51;32;64;79;82;67;79;20;44;72;33;86;73;60;OB;CA
4910;V. Rüfli;78;76;67;65;69;65;71;46;69;53;54;7;14;9;12;7;64;66;81;66;61;64;51;70;63;67;64;70;71;81;67;74;66;33;OB;RB
4911;J. Flanagan;68;88;67;69;73;67;67;34;67;43;26;7;13;15;13;15;62;68;66;63;32;75;47;52;60;66;35;76;62;63;75;71;48;30;OB;LB
4912;F. Schnellhardt;81;61;77;72;74;70;53;65;73;67;59;16;11;12;9;14;45;61;70;66;70;51;57;52;69;71;68;59;76;80;63;74;71;55;OB;CA
4913;G. Mera;50;81;32;42;40;61;30;25;43;23;23;9;14;14;9;11;77;74;35;46;19;66;39;24;64;47;37;62;48;70;74;90;35;30;OB;CB
4914;O. Kemen;75;75;72;74;70;68;55;52;72;56;53;16;9;6;11;9;64;68;81;69;63;58;57;57;63;73;74;64;74;80;68;80;69;50;OB;CD
4915;Lourival Dinisco;65;63;59;55;52;60;44;45;41;52;43;13;10;7;8;10;76;67;72;71;54;71;61;23;62;61;62;67;60;56;73;77;41;31;OB;CB
